sim_id,SiSiSi_epsilon,SiSiSi_sigma,SiSiSi_a,SiSiSi_lambda,SiSiSi_gamma,SiSiSi_costheta0,SiSiSi_A,SiSiSi_B,SiSiSi_p,SiSiSi_q,SiSiSi_tol,reason
49.0,2.12259057605,2.42523718729,1.92205833112,29.8948965474,1.87129189111,-0.3333333333333333,17.7988995307,0.630014806009,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
50.0,2.13441653191,2.72415440317,1.9093164363,27.5308329093,1.95040006111,-0.3333333333333333,14.4874479726,0.899294632796,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
51.0,2.18475530983,2.68586432123,1.77703540932,25.5013358738,1.73619608613,-0.3333333333333333,16.4113214611,0.709720529437,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
52.0,2.15905053166,1.41202388376,1.92948665731,25.8864495856,1.79963402773,-0.3333333333333333,10.7678098453,0.561072914938,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
53.0,2.18865455495,2.98709440564,1.83494895914,20.2164083581,1.76033729998,-0.3333333333333333,14.1466180379,0.748455038121,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
54.0,2.17671785479,2.85235522422,1.95412279898,22.9090069026,1.95523144237,-0.3333333333333333,14.014990904,0.744300863852,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
55.0,2.19973125223,2.79618926913,1.92138778658,22.8741110475,1.85193071809,-0.3333333333333333,15.7105895785,0.822279777056,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
56.0,2.1836404007,2.90260913087,1.81467964672,23.8371301021,1.41514082771,-0.3333333333333333,12.5852210897,0.613878054884,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
57.0,2.18921785083,2.94221643481,1.85098587027,21.6482798664,1.72360294576,-0.3333333333333333,6.36038837078,0.74982605019,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000000.0,2.0484051815066553,1.8949080470947794,2.0556980953654906,16.39668555127092,1.586555961378929,-0.3333333333333333,-0.20757192061138774,0.8718417129313233,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000001.0,2.1606875103646543,2.598645412896284,1.8569692227154277,27.594327890972366,1.7996848416609796,-0.3333333333333333,-5.166009532400851,0.5404179393475287,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000002.0,2.211078861499053,2.691611796849249,2.1219922594022327,23.235306322294292,1.939448767034567,-0.3333333333333333,-4.0452606923020324,0.6992988248065946,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000003.0,2.1642550755985335,0.7658227591952418,2.6193076751130846,21.924342952020698,1.2910277351592034,-0.3333333333333333,-1.806315269145296,1.1726102834099845,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000004.0,2.1737980052661428,2.0611331216417716,2.090173471642173,20.21795744668023,0.8683653811570645,-0.3333333333333333,-0.027378302782455677,0.9328120521803384,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000005.0,2.187152784997125,2.320027891232111,1.8580000531982903,23.92031328632841,2.099988038427039,-0.3333333333333333,8.921332874421063,0.7430592952872389,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000006.0,2.1742538245915193,1.7932448494227844,1.8337714577259199,16.481148796028503,1.137164276506688,-0.3333333333333333,-2.0647888038457713,0.3486927261793038,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000007.0,2.164424300190693,2.255381794153241,2.335072006020959,29.753401721732306,1.208088636218747,-0.3333333333333333,-1.3280333362811128,0.7135567651377138,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000008.0,2.197145368857333,1.3750589339772903,2.1564129949553754,26.777444704683482,1.414531469656255,-0.3333333333333333,-0.2555949561586246,1.0611727132468005,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000009.0,2.2199045424563284,2.173163943215984,2.09295733531896,29.104154197352624,1.246259465809365,-0.3333333333333333,-1.9630981710225743,0.5924913433042178,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000010.0,2.207528761762019,3.0887489722208787,1.6802213937573334,35.37480518114841,2.0994450019041295,-0.3333333333333333,10.971344294334811,0.6042700276908797,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000011.0,2.104028387363285,2.206520383776604,2.108324192532539,28.27963157379648,1.1611753862335474,-0.3333333333333333,-3.610442309776614,0.6199649736706514,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000012.0,2.1171843176161103,1.8768427133954075,2.397822258142797,24.010346257526983,1.0773454283543444,-0.3333333333333333,-0.447927667667674,1.1981344842813617,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000013.0,2.1087791916212035,3.283319749401365,1.4405326966475702,21.37172113582387,1.528201210503941,-0.3333333333333333,8.908733700351323,0.22948565059787396,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000014.0,2.1366630716091746,2.754547037668616,2.052694465451245,14.89377793571173,2.6025814195473767,-0.3333333333333333,5.350507371011717,1.0622614470138805,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000015.0,2.161012713325197,1.809438948365674,1.8159331311790599,22.410600086676975,1.6930425125787314,-0.3333333333333333,11.636836371027174,0.4490238524889671,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000016.0,2.1453859565799815,2.0646841865388885,2.020316127089072,28.212550772236007,1.0037601504564955,-0.3333333333333333,-0.675065176727637,0.3962349288482892,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000017.0,2.1510338153323914,1.9125194139450303,1.9881800620900396,33.20010902795714,0.6456968576915179,-0.3333333333333333,-0.707794177301917,0.4284005825597525,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000018.0,2.148130578539937,1.6147726731797676,2.4160837220928784,15.809117643558121,1.755950647782568,-0.3333333333333333,-2.998050093477115,1.0419738701956969,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000019.0,2.2044770660638373,3.1799708296089575,2.056156944354073,35.435925497443016,1.3318762655953047,-0.3333333333333333,-2.1387300607179895,0.6501888342853761,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000020.0,2.1335888868070754,2.3448513081080136,1.9973413262625501,30.271710468917444,-0.1133538745687972,-0.3333333333333333,10.713289329408699,0.8926265635224622,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000021.0,2.1564020015072685,2.9470490646750642,2.2119982276917867,28.955644254112766,1.3513948280147365,-0.3333333333333333,-2.398490504384986,0.9736385527456017,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000022.0,2.1591799492428168,1.9904022096635448,1.6656713409337403,31.533693044199488,2.1912750376603896,-0.3333333333333333,-0.9857268927224414,0.4946981931494331,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000023.0,2.185816862772728,1.6753648607993774,1.9310511933443741,21.35711010773407,1.160335573799948,-0.3333333333333333,-0.7303533600764869,0.6746334413202003,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000024.0,2.1881740758048576,0.7849419416376576,1.894214080376408,29.92498757541912,1.3128617800869296,-0.3333333333333333,-0.12232325333221006,0.4671538926668881,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000025.0,2.186576351227164,1.90430966318502,2.1746487302793,17.46525859034323,0.6054603549119717,-0.3333333333333333,-4.3108151537426185,0.7051257653370278,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000026.0,2.1623532263367324,2.2257647522529314,2.164146596223235,32.656275356620306,1.3789419820651994,-0.3333333333333333,-2.326177124763727,0.5257774309025379,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000027.0,2.1299675210227,2.071545952351837,1.8402148056578334,20.360061137852743,1.141608828047492,-0.3333333333333333,-5.402319267783015,0.7593002271970736,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000028.0,2.0783753671568888,1.6520484215899787,1.4713341898854828,21.969552728163865,1.8399581289646725,-0.3333333333333333,10.959802004345702,0.16349222837604843,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000029.0,2.157997159702595,2.2955350643750494,2.1694914649037274,22.798866989369646,1.7989447797842202,-0.3333333333333333,-3.3011723053141955,0.7401706132553756,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000030.0,2.24492525428835,1.9914657442255308,1.9344349441823132,35.70214046488352,1.6910643511379893,-0.3333333333333333,-1.4419110417234613,0.42301271735679014,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000031.0,2.1794582865768084,2.122124912975572,2.316443441873753,22.145848363940488,1.8346280702841968,-0.3333333333333333,-0.05294995808693592,0.8715398569555458,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000032.0,2.1406577495349044,2.510316812317245,1.8743741154282085,18.561532369018465,1.5198345677961829,-0.3333333333333333,-1.149778627943392,0.4983245376939552,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000033.0,1.9980588376624413,1.6500285254473588,2.362306329798896,28.32004499643743,2.271746967725145,-0.3333333333333333,-2.6207298033570225,0.7552468109085779,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000034.0,2.056523515698424,2.5179493555434553,2.15619906146557,32.289309348882185,1.8524318281256222,-0.3333333333333333,-2.908998468851908,0.7863385683072265,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000035.0,2.102534277731826,1.5353982235866814,2.21380130711294,20.493243337123396,2.125773028327807,-0.3333333333333333,-2.621865073195597,0.9909084927684111,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000036.0,2.176969017959342,1.067765547315124,1.9313994217302026,32.42293369676166,1.809080752410006,-0.3333333333333333,-4.7659942498001975,0.4025036459922004,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000037.0,2.233222043998489,1.0164688257019383,1.8939563679800737,23.35428678181086,0.5407682930376002,-0.3333333333333333,-1.3254959553160646,0.8192517855682949,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000038.0,2.1593685827765237,2.5144303968311608,2.087284369926147,28.69624007791582,0.7252315523818829,-0.3333333333333333,-3.148265113243296,0.5708399033142554,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000039.0,2.124818398041533,1.580799711682392,2.1450179369798392,29.048944700278927,1.2600545569975101,-0.3333333333333333,-0.5468301836529026,0.7464022530926144,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000040.0,2.1264992581459357,2.522407866627576,2.124616803640111,29.082290481129956,2.2127717103733677,-0.3333333333333333,-1.4047074626866216,0.5980024625878375,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000041.0,2.2148316285679543,2.8083441617058225,1.7144585416617208,17.325464612073905,2.157158756995162,-0.3333333333333333,6.122041522237472,0.5748993234718345,3.5,0.5,0.0,PypospackTaskManagerError: simulation time exceeded
1000042.0,2.160644353087718,2.088280904377817,2.2873734216488044,25.792549601216972,1.9498970364476946,-0.3333333333333333,-2.0202100463945083,1.0040464259058215,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000043.0,2.1126669225893835,0.9849421413325907,2.1411489948321982,28.649041774121244,1.814250981634509,-0.3333333333333333,-2.914899513119499,0.747979919773803,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000044.0,2.2235530767957172,1.9990979859298585,2.1510399084583183,20.3717184020506,0.5665905363476772,-0.3333333333333333,-1.5298020743922525,0.4428196630662936,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
1000045.0,2.1098012085202194,1.2702546633457406,2.186879139506101,30.69966195033427,1.4253854562710557,-0.3333333333333333,-0.28812312193832135,0.5985383585056633,3.5,0.5,0.0,LammpsSimulationError: Lammps excited with status 1.  If running an EAM potential this is most likely caused by an out-of-index exception because the electron density is too high when evaluating the embedding function.  The code for modifying max_rho for the embedding function is in pypospack.potential.EamPotential
