/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN
c21a-s4.ufhpc
Thu Feb 21 18:08:14 EST 2019
PYTHONPATH=/home/sullberg/repos/pypospack:
PYTHON_BIN=/home/sullberg/anaconda3/bin/python
python=/home/sullberg/anaconda3/bin/python
PATH=/apps/mpi/intel/2018.1.163/openmpi/3.1.2/bin:/apps/compilers/gcc/5.2.0/bin:/apps/compilers/intel/2018/1.163/compilers_and_libraries/linux/bin/intel64:/apps/compilers/intel/2018/1.163/debugger/gdb/intel64/bin:/home/sullberg/anaconda3/bin:/opt/slurm/bin:/usr/lib64/qt-3.3/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/bin:/opt/dell/srvadmin/bin:/home/sullberg/bin
start_time:Thu Feb 21 18:08:15 EST 2019
--------------------------------------------------------------------------------
                         MPI COMMUNICATION INFORMATION                          
--------------------------------------------------------------------------------
mpi_size=64
--------------------------------------------------------------------------------
                             GENERATED RANDOM SEEDS                             
--------------------------------------------------------------------------------

rv_seed=1152432222

  rank     iter      seed   
   7        7     1176246828
   7        8     1679521001
   7        9      378596620
   8        0     1180625876
   8        1     1810531717
   8        2     1724610944
   8        3      707417103
   8        4     1232697416
   8        5     1774486232
   8        6     2105627140
   8        7     1405596490
   8        8      933248896
   8        9     1679893271
   9        0     1900903146
   9        1      614516027
   9        2      358249366
   9        3      727943555
   9        4     1041846550
   9        5      171523452
   9        6     1493924113
   9        7     1882364291
   9        8      678906168
   9        9       68271172
   10       0      794235248
   10       1     1310127414
   10       2     1651073916
   10       3       48878215
   10       4      909703731
   10       5     1862661222
   10       6     1166462918
   10       7      263923969
   10       8     1824879894
   10       9       93542850
   11       0     1680283425
   11       1     1354855737
   11       2     1029889432
   11       3       34253560
   11       4       30718770
   11       5      439548792
   11       6      190059614
   11       7      171373437
   11       8     1160413671
   11       9      313485748
   12       0     1671296268
   12       1     2021515274
   12       2      555731307
   12       3      260476574
   12       4      821202341
   12       5      217607773
   12       6      788958381
   12       7     2116309678
   12       8       76633817
   12       9      996037526
   13       0      894441424
   13       1      321266483
   13       2     1464585562
   13       3     1452059445
   13       4      704784122
   13       5     1660916573
   13       6      682445723
   13       7     1294449049
   13       8     2091880813
   13       9      967392916
   14       0      426834723
   14       1      607300744
   14       2     1843583420
   14       3      557565483
   14       4     1694072846
   14       5     2087587733
   14       6      320901993
   14       7     1398826047
   14       8     2047341473
   14       9      135713204
   15       0     1801769659
   15       1      775399871
   15       2     1411346655
   15       3     2083622017
   15       4     1625362258
   15       5     1417068849
   15       6     1411325860
   15       7     1963343403
   15       8      301247799
   15       9     1950370205
   16       0     1958623900
   16       1       66246775
   16       2     1777734488
   16       3      475010866
   16       4     1701346411
   16       5      796218670
   16       6     1554150895
   16       7      787161459
   16       8      365639614
   16       9     1140259897
   17       0     1750421762
   17       1     1703099181
   17       2      238017036
   17       3      289824763
   17       4     1413616423
   17       5     1115944145
   17       6     1544868237
   17       7     1389331315
   17       8     1707304231
   17       9      259768314
   18       0     2005894464
   18       1     1828397821
   18       2      983985980
   18       3      829799334
   18       4     1301675868
   18       5     1255624927
   18       6     1124738956
   18       7     1417164315
   18       8      135631370
   18       9     1958617647
   19       0      324605213
   19       1      973725021
   19       2      262118012
   19       3      326335912
   19       4      450897185
   19       5     1822407055
   19       6       40811935
   19       7     1065534948
   19       8      853662411
   19       9     1645650704
   20       0      283585651
   20       1      553828997
   20       2     1118878706
   20       3      293361815
   20       4     1497064349
   20       5      662638113
   20       6      418316010
   20       7      150547083
   20       8     1610483008
   20       9      527849088
   21       0      102652159
   21       1      431193224
   21       2     1357953046
   21       3     1080239465
   21       4      950332918
   21       5      920696613
   21       6     1885012419
   21       7     1942611217
   21       8      235499499
   21       9      627412529
   22       0     1835052571
   22       1     1189412957
   22       2     1306403621
   22       3     1425585635
   22       4      360977270
   22       5     1241279117
   22       6     1173937118
   22       7     1549047730
   22       8      341586066
   22       9      870854730
   23       0     1566314416
   23       1      206409493
   23       2     1862142621
   23       3     1970411366
   23       4      227805575
   23       5     1268850192
   23       6       99465209
   23       7      606352982
   23       8     1925350495
   23       9      852748062
   24       0     1152584477
   24       1     1725344334
   24       2      257120166
   24       3      820353853
   24       4     1566999416
   24       5     1207803038
   24       6     1696658550
   24       7     1330876170
   24       8      238652157
   24       9      763462237
   25       0     1747567265
   25       1      821702142
   25       2     1808524656
   25       3     2044316826
   25       4      880914306
   25       5     1718067750
   25       6     1692412549
   25       7     1042197508
   25       8     1040383470
   25       9     1943764631
   26       0     1775032839
   26       1     1405647194
   26       2      724161847
   26       3      692749486
   26       4     1805332031
   26       5      613609179
   26       6      379055513
   26       7     1733698382
   26       8       75653374
   26       9      872010299
   27       0     1026175246
   27       1      286937416
   27       2     1061126223
   27       3     2051092573
   27       4      243467720
   27       5      790862138
   27       6      501901172
   27       7      656359463
   27       8     1130545924
   27       9     1493660981
   28       0     1904306560
   28       1      759026246
   28       2     1513407573
   28       3      477214043
   28       4     2059272844
   28       5      523561275
   28       6      181086412
   28       7      876677872
   28       8      670198567
   28       9     2010095817
   29       0     2042559114
   29       1     1882646664
   29       2     1332290503
   29       3      429546823
   29       4      142399258
   29       5     1276118938
   29       6     1034979027
   29       7     1872236778
   29       8     1914977389
   29       9      797129617
   30       0      279955514
   30       1      410135910
   30       2       17490448
   30       3     2129859946
   30       4      154265862
   30       5      730168438
   30       6     1600494560
   30       7       28424149
   30       8     1291693034
   30       9     1585871286
   31       0     1884670976
   31       1     1663541341
   31       2      393764753
   31       3     1376559287
   31       4     1643990548
   31       5     1452741942
   31       6     1840604459
   31       7      334133925
   31       8     1966097113
   31       9       35457292
   32       0       39306989
   32       1      549584230
   32       2      306297866
   32       3      453094334
   32       4     1503498420
   32       5      664328005
   32       6      669664879
   32       7     1591717235
   32       8      353359547
   32       9      329031623
   33       0      463562663
   33       1     1757840816
   33       2      194293599
   33       3      631311483
   33       4     1604387233
   33       5     1276970286
   33       6     1022614918
   33       7     1100386470
   33       8      906979418
   33       9      628962478
   34       0     1697638874
   34       1      385005393
   34       2      816747706
   34       3     2055010329
   34       4     1703559343
   34       5      545130596
   34       6     1241700874
   34       7     1491463232
   34       8      542032942
   34       9      509850110
   35       0      699807483
   35       1     1717266692
   35       2      492477691
   35       3      919836069
   35       4      988988852
   35       5     1721148130
   35       6     1277238419
   35       7     1794549839
   35       8     1106188528
   35       9      111495945
   36       0      427788717
   36       1      406469073
   36       2     1205613404
   36       3     2145660542
   36       4     1212622013
   36       5     1127583712
   36       6      572214684
   36       7     1012441685
   36       8     1582144844
   36       9     2022947435
   37       0      401241762
   37       1      443216503
   37       2      420820798
   37       3     1661039961
   37       4     1170473282
   37       5     1507291398
   37       6      370706738
   37       7      470032997
   37       8      713724541
   37       9      662486123
   38       0     1962932126
   38       1     1640690665
   38       2      432166138
   38       3     2137346560
   38       4     1711579506
   38       5      853550241
   38       6     1601718648
   38       7     2094311344
   38       8     1938265877
   38       9     1518704253
   39       0     1558992550
   39       1      120018599
   39       2      544454625
   39       3     1241601617
   39       4      744985026
   39       5      421820460
   39       6      225249146
   39       7       53525491
   39       8      622129051
   39       9     1253878024
   40       0     1217239107
   40       1     2025010717
   40       2      998972444
   40       3     2014456735
   40       4     1094803376
   40       5      550539850
   40       6      575019502
   40       7     1027225218
   40       8      133713221
   40       9     1434495945
   41       0     1888268524
   41       1      658182244
   41       2     1778581390
   41       3      979861031
   41       4      612376724
   41       5      128311681
   41       6     1207294874
   41       7     1869431008
   41       8     1857003694
   41       9     2025805271
   42       0      762589667
   42       1     1683637844
   42       2      340855886
   42       3      480542291
   42       4      730857846
   42       5      521761016
   42       6      893576977
   42       7     1622290109
   42       8     1412882187
   42       9       10440408
   43       0     1664219794
   43       1     1584211789
   43       2     1265361169
   43       3     1046193302
   43       4     1338327892
   43       5     1291592408
   43       6     2120217234
   43       7      767118120
   43       8      139998433
   43       9      126213259
   44       0      875480028
   44       1      837462035
   44       2     1669100678
   44       3     1516118621
   44       4      343804752
   44       5      368472138
   44       6     1452821244
   44       7     1799250399
   44       8     1391477871
   44       9     2107651026
   45       0     1367696980
   45       1       81483093
   45       2      824219566
   45       3      831539034
   45       4     1878433303
   45       5      610947288
   45       6     1525132368
   45       7      927127102
   45       8        5646621
   45       9     1100766263
   46       0      359936408
   46       1     1627832978
   46       2     1115340386
   46       3      308528183
   46       4      182817713
   46       5     2055484294
   46       6      646056536
   46       7     1561783007
   46       8     2118043033
   46       9     1781862981
   47       0      768855329
   47       1      930355275
   47       2      826518078
   47       3     1449054206
   47       4     1895059746
   47       5     1415413978
   47       6     1788233713
   47       7     2066722670
   47       8     1086570793
   47       9     2011064675
   48       0     1855668840
   48       1      989152817
   48       2      267190772
   48       3      103661886
   48       4     1603897022
   48       5       93589202
   48       6      423913073
   48       7     1957128346
   48       8     2072622597
   48       9     2124065961
   49       0     1494819633
   49       1      859683439
   49       2     1936595738
   49       3      522077312
   49       4      998287865
   49       5      250772287
   49       6     1524211761
   49       7     1078564915
   49       8     1293606901
   49       9     1150280600
   50       0     1461198495
   50       1     1008009207
   50       2     1121500773
   50       3     1145335460
   50       4      426497311
   50       5     1461850140
   50       6     1120959466
   50       7     1786910851
   50       8      464173040
   50       9     1794919958
   51       0     1619982810
   51       1      303242424
   51       2     1519764661
   51       3     1406424601
   51       4     1514684408
   51       5     1354390491
   51       6     1581597817
   51       7       33646223
   51       8      643144702
   51       9     1249188671
   52       0     1694622947
   52       1     1380397032
   52       2     1070919797
   52       3     1007447073
   52       4      470392191
   52       5     1061781075
   52       6      134005742
   52       7     1925698402
   52       8      302983108
   52       9     1441338080
   53       0      606998800
   53       1      866099890
   53       2     1955224996
   53       3     1650403096
   53       4      630451720
   53       5     1622112103
   53       6     2014693630
   53       7      429420365
   53       8      665605595
   53       9     2085573691
   54       0     1714560836
   54       1     1830463454
   54       2     1947517159
   54       3      612438537
   54       4     1582420953
   54       5      405894331
   54       6     1719833093
   54       7     2073913197
   54       8      328965175
   54       9     1676024552
   55       0     1355190879
   55       1     1959902718
   55       2     2081562063
   55       3     1182151215
   55       4     1679095169
   55       5        6251091
   55       6     1486343076
   55       7      254439698
   55       8      348879079
   55       9     1013474873
   56       0      514933636
   56       1      616187314
   56       2     1322884575
   56       3     1231304514
   56       4      798274293
   56       5     1250052930
   56       6     1627879133
   56       7      451130656
   56       8     1760449615
   56       9      403552056
   57       0     1308264890
   57       1     1532597373
   57       2      344424333
   57       3      839556723
   57       4     1002409957
   57       5      886178268
   57       6     1608296299
   57       7     2014966809
   57       8      473606359
   57       9     2024933971
   58       0      556590434
   58       1      766316598
   58       2     2112836154
   58       3     1225651900
   58       4     1573576400
   58       5     1771860443
   58       6     1859501904
   58       7     1009267359
   58       8      240773339
   58       9     1198618853
   59       0     1188314920
   59       1      653422779
   59       2     1125416893
   59       3      334542196
   59       4      272487663
   59       5     1466802265
   59       6     1419110373
   59       7     1385220156
   59       8     1632997114
   59       9     1177557874
   60       0     1531491550
   60       1     1077092683
   60       2     1419364592
   60       3      851984551
   60       4     1825126689
   60       5     2138891241
   60       6     1349597371
   60       7     1491090520
   60       8      726555801
   60       9      621541717
   61       0     1818175510
   61       1      408566868
   61       2       63266500
   61       3     1357088526
   61       4      827644459
   61       5      316946261
   61       6      780461075
   61       7       71596978
   61       8      187827239
   61       9      114279746
   62       0     1554423042
   62       1     2090790738
   62       2      685991651
   62       3      175106084
   62       4      916961896
   62       5      234423717
   62       6      265228711
   62       7     1569060698
   62       8      570660420
   62       9     1038877896
   63       0     1075690263
   63       1      847719543
   63       2     2082517451
   63       3     2089958431
   63       4      577746470
   63       5     1094178432
   63       6     1576479762
   63       7     1782223985
   63       8      995427106
   63       9     1096761883
--------------------------------------------------------------------------------
BEGIN ITERATION 1/10                                                            
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
                               STRUCTURE DATABASE                               
--------------------------------------------------------------------------------
structure_directory:../structure_db

        name               filename      
-------------------- --------------------
Ni_fcc               Ni_fcc_100_unit.gga.relaxed.vasp
Ni_bcc               Ni_bcc_100_unit.gga.relaxed.vasp
Ni_sc                Ni_sc_100_unit.gga.relaxed.vasp
Ni_hcp               Ni_hcp_ortho.vasp   
Ni_dia               Ni_dia_100_unit.gga.relaxed.vasp
Ni_fcc_100_unit      Ni_fcc_100_unit.gga.relaxed.vasp
Ni_fcc_110_unit      Ni_fcc_110_unit.gga.relaxed.vasp
Ni_fcc_111_unit      Ni_fcc_111_unit.gga.relaxed.vasp
Ni_fcc_100_s         Ni_fcc_100_surf.vasp
Ni_fcc_110_s         Ni_fcc_110_surf.vasp
Ni_fcc_111_s         Ni_fcc_111_surf.vasp
Ni_fcc_isf           Ni_fcc_isf.vasp     
Ni_fcc_esf           Ni_fcc_esf.vasp     
Ni_fcc_vac           Ni_fcc_sc_333_vac.vasp
Ni_fcc_o_int         Ni_fcc_sc_333_o_int.vasp
Ni_fcc_i_int         Ni_fcc_sc_333_t_int.vasp
--------------------------------------------------------------------------------
                             SAMPLING CONFIGURATION                             
--------------------------------------------------------------------------------
iteration  n_samples     sampling_type    
---------- ---------- --------------------
    0        10000         parametric     
    1        10000            kde         
    2        10000            kde         
    3        10000            kde         
    4        10000            kde         
    5        10000            kde         
    6        10000            kde         
    7        10000            kde         
    8        10000            kde         
    9        10000            kde         
--------------------------------------------------------------------------------
INITIAL PARAMETER DISTRIBUTION                                                  
--------------------------------------------------------------------------------
    p_NiNi_phi0         free     uniform      0.05       4.0    
    p_NiNi_gamma        free     uniform      2.0        7.0    
     p_NiNi_r0          free     uniform      1.0        5.0    
     d_Ni_rho0          free     uniform      1.0        4.0    
     d_Ni_beta          free     uniform      2.0        7.0    
      d_Ni_r0           free     uniform      1.0        5.0    
      e_Ni_F0           free     uniform      -5.0      -0.05   
--------------------------------------------------------------------------------
_mc_sample_type=parametric
R0: Starting iteration N=0
R0: Attemping n_samples=10000 with sampling_type=parametric
R0:10 samples completed in 3.7898s. Avg_time = 0.3790. n_errors = 5
R0:20 samples completed in 7.6607s. Avg_time = 0.3830. n_errors = 8
R0:30 samples completed in 11.4955s. Avg_time = 0.3832. n_errors = 14
R0:40 samples completed in 15.3292s. Avg_time = 0.3832. n_errors = 18
R0:50 samples completed in 19.5244s. Avg_time = 0.3905. n_errors = 21
R0:60 samples completed in 23.7026s. Avg_time = 0.3950. n_errors = 22
R0:70 samples completed in 27.6031s. Avg_time = 0.3943. n_errors = 24
R0:80 samples completed in 31.9376s. Avg_time = 0.3992. n_errors = 29
R0:90 samples completed in 35.5916s. Avg_time = 0.3955. n_errors = 33
R0:100 samples completed in 39.1278s. Avg_time = 0.3913. n_errors = 37
R0:110 samples completed in 43.0514s. Avg_time = 0.3914. n_errors = 38
R0:120 samples completed in 46.9971s. Avg_time = 0.3916. n_errors = 41
R0:130 samples completed in 51.0902s. Avg_time = 0.3930. n_errors = 43
R0:140 samples completed in 55.2870s. Avg_time = 0.3949. n_errors = 46
R0:150 samples completed in 59.1749s. Avg_time = 0.3945. n_errors = 47
0 157 parametric
ALL SIMULATIONS COMPLETE FOR ALL RANKS
merging files...
analyzing results...
configuration:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.config.in
data:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.results.0.out
--------------------------------------------------------------------------------
filtering by qoi_constraints
--------------------------------------------------------------------------------
after qoi_constraints: 6787 remainings
after filter_by__d_zerror: 6447 remainings
--------------------------------------------------------------------------------
BEGIN ITERATION 2/10                                                            
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
                               STRUCTURE DATABASE                               
--------------------------------------------------------------------------------
structure_directory:../structure_db

        name               filename      
-------------------- --------------------
Ni_fcc               Ni_fcc_100_unit.gga.relaxed.vasp
Ni_bcc               Ni_bcc_100_unit.gga.relaxed.vasp
Ni_sc                Ni_sc_100_unit.gga.relaxed.vasp
Ni_hcp               Ni_hcp_ortho.vasp   
Ni_dia               Ni_dia_100_unit.gga.relaxed.vasp
Ni_fcc_100_unit      Ni_fcc_100_unit.gga.relaxed.vasp
Ni_fcc_110_unit      Ni_fcc_110_unit.gga.relaxed.vasp
Ni_fcc_111_unit      Ni_fcc_111_unit.gga.relaxed.vasp
Ni_fcc_100_s         Ni_fcc_100_surf.vasp
Ni_fcc_110_s         Ni_fcc_110_surf.vasp
Ni_fcc_111_s         Ni_fcc_111_surf.vasp
Ni_fcc_isf           Ni_fcc_isf.vasp     
Ni_fcc_esf           Ni_fcc_esf.vasp     
Ni_fcc_vac           Ni_fcc_sc_333_vac.vasp
Ni_fcc_o_int         Ni_fcc_sc_333_o_int.vasp
Ni_fcc_i_int         Ni_fcc_sc_333_t_int.vasp
--------------------------------------------------------------------------------
                             SAMPLING CONFIGURATION                             
--------------------------------------------------------------------------------
iteration  n_samples     sampling_type    
---------- ---------- --------------------
    0        10000         parametric     
    1        10000            kde         
    2        10000            kde         
    3        10000            kde         
    4        10000            kde         
    5        10000            kde         
    6        10000            kde         
    7        10000            kde         
    8        10000            kde         
    9        10000            kde         
--------------------------------------------------------------------------------
_mc_sample_type=kde
--------------------------------------------------------------------------------
                                  kde sampling                                  
--------------------------------------------------------------------------------
filename_in:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.kde.1.out
R0: Starting iteration N=1
R0: Attemping n_samples=10000 with sampling_type=kde
R0: Using file:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.kde.1.out
determining kde bandwidth...
Chiu1999_h:0.1711914062499997
R0:10 samples completed in 3.3604s. Avg_time = 0.3360. n_errors = 2
R0:20 samples completed in 7.3144s. Avg_time = 0.3657. n_errors = 2
R0:30 samples completed in 11.1527s. Avg_time = 0.3718. n_errors = 2
R0:40 samples completed in 15.0933s. Avg_time = 0.3773. n_errors = 2
R0:50 samples completed in 19.0776s. Avg_time = 0.3816. n_errors = 2
R0:60 samples completed in 22.4933s. Avg_time = 0.3749. n_errors = 3
R0:70 samples completed in 26.3938s. Avg_time = 0.3771. n_errors = 3
R0:80 samples completed in 29.8570s. Avg_time = 0.3732. n_errors = 4
R0:90 samples completed in 33.0615s. Avg_time = 0.3674. n_errors = 6
R0:100 samples completed in 36.9093s. Avg_time = 0.3691. n_errors = 6
R0:110 samples completed in 40.8692s. Avg_time = 0.3715. n_errors = 6
R0:120 samples completed in 44.4251s. Avg_time = 0.3702. n_errors = 7
R0:130 samples completed in 48.3676s. Avg_time = 0.3721. n_errors = 7
R0:140 samples completed in 52.4557s. Avg_time = 0.3747. n_errors = 7
R0:150 samples completed in 56.4698s. Avg_time = 0.3765. n_errors = 8
1 157 kde
ALL SIMULATIONS COMPLETE FOR ALL RANKS
merging files...
analyzing results...
configuration:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.config.in
data:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.results.1.out
--------------------------------------------------------------------------------
filtering by qoi_constraints
--------------------------------------------------------------------------------
after qoi_constraints: 15986 remainings
after filter_by__d_zerror: 15186 remainings
--------------------------------------------------------------------------------
BEGIN ITERATION 3/10                                                            
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
                               STRUCTURE DATABASE                               
--------------------------------------------------------------------------------
structure_directory:../structure_db

        name               filename      
-------------------- --------------------
Ni_fcc               Ni_fcc_100_unit.gga.relaxed.vasp
Ni_bcc               Ni_bcc_100_unit.gga.relaxed.vasp
Ni_sc                Ni_sc_100_unit.gga.relaxed.vasp
Ni_hcp               Ni_hcp_ortho.vasp   
Ni_dia               Ni_dia_100_unit.gga.relaxed.vasp
Ni_fcc_100_unit      Ni_fcc_100_unit.gga.relaxed.vasp
Ni_fcc_110_unit      Ni_fcc_110_unit.gga.relaxed.vasp
Ni_fcc_111_unit      Ni_fcc_111_unit.gga.relaxed.vasp
Ni_fcc_100_s         Ni_fcc_100_surf.vasp
Ni_fcc_110_s         Ni_fcc_110_surf.vasp
Ni_fcc_111_s         Ni_fcc_111_surf.vasp
Ni_fcc_isf           Ni_fcc_isf.vasp     
Ni_fcc_esf           Ni_fcc_esf.vasp     
Ni_fcc_vac           Ni_fcc_sc_333_vac.vasp
Ni_fcc_o_int         Ni_fcc_sc_333_o_int.vasp
Ni_fcc_i_int         Ni_fcc_sc_333_t_int.vasp
--------------------------------------------------------------------------------
                             SAMPLING CONFIGURATION                             
--------------------------------------------------------------------------------
iteration  n_samples     sampling_type    
---------- ---------- --------------------
    0        10000         parametric     
    1        10000            kde         
    2        10000            kde         
    3        10000            kde         
    4        10000            kde         
    5        10000            kde         
    6        10000            kde         
    7        10000            kde         
    8        10000            kde         
    9        10000            kde         
--------------------------------------------------------------------------------
_mc_sample_type=kde
--------------------------------------------------------------------------------
                                  kde sampling                                  
--------------------------------------------------------------------------------
filename_in:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.kde.2.out
R0: Starting iteration N=2
R0: Attemping n_samples=10000 with sampling_type=kde
R0: Using file:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.kde.2.out
determining kde bandwidth...
Chiu1999_h:0.1587890624999997
R0:10 samples completed in 3.8408s. Avg_time = 0.3841. n_errors = 0
R0:20 samples completed in 7.7967s. Avg_time = 0.3898. n_errors = 1
R0:30 samples completed in 11.7119s. Avg_time = 0.3904. n_errors = 1
R0:40 samples completed in 15.5404s. Avg_time = 0.3885. n_errors = 1
R0:50 samples completed in 19.4008s. Avg_time = 0.3880. n_errors = 1
R0:60 samples completed in 23.2623s. Avg_time = 0.3877. n_errors = 1
R0:70 samples completed in 27.1186s. Avg_time = 0.3874. n_errors = 1
R0:80 samples completed in 30.9819s. Avg_time = 0.3873. n_errors = 1
R0:90 samples completed in 34.4745s. Avg_time = 0.3830. n_errors = 2
R0:100 samples completed in 38.3395s. Avg_time = 0.3834. n_errors = 2
R0:110 samples completed in 42.2017s. Avg_time = 0.3837. n_errors = 2
R0:120 samples completed in 46.0281s. Avg_time = 0.3836. n_errors = 3
R0:130 samples completed in 49.4969s. Avg_time = 0.3807. n_errors = 4
R0:140 samples completed in 53.3300s. Avg_time = 0.3809. n_errors = 4
R0:150 samples completed in 57.0332s. Avg_time = 0.3802. n_errors = 5
2 157 kde
ALL SIMULATIONS COMPLETE FOR ALL RANKS
merging files...
analyzing results...
configuration:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.config.in
data:/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/preconditioning_3.5NN/data/pyposmat.results.2.out
--------------------------------------------------------------------------------
filtering by qoi_constraints
--------------------------------------------------------------------------------
after qoi_constraints: 24864 remainings
after filter_by__d_zerror: 23620 remainings
--------------------------------------------------------------------------------
BEGIN ITERATION 4/10                                                            
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
                               STRUCTURE DATABASE                               
--------------------------------------------------------------------------------
structure_directory:../structure_db

        name               filename      
-------------------- --------------------
Ni_fcc               Ni_fcc_100_unit.gga.relaxed.vasp
Ni_bcc               Ni_bcc_100_unit.gga.relaxed.vasp
Ni_sc                Ni_sc_100_unit.gga.relaxed.vasp
Ni_hcp               Ni_hcp_ortho.vasp   
Ni_dia               Ni_dia_100_unit.gga.relaxed.vasp
Ni_fcc_100_unit      Ni_fcc_100_unit.gga.relaxed.vasp
Ni_fcc_110_unit      Ni_fcc_110_unit.gga.relaxed.vasp
Ni_fcc_111_unit      Ni_fcc_111_unit.gga.relaxed.vasp
Ni_fcc_100_s         Ni_fcc_100_surf.vasp
Ni_fcc_110_s         Ni_fcc_110_surf.vasp
Ni_fcc_111_s         Ni_fcc_111_surf.vasp
Ni_fcc_isf           Ni_fcc_isf.vasp     
Ni_fcc_esf           Ni_fcc_esf.vasp     
Ni_fcc_vac           Ni_fcc_sc_333_vac.vasp
Ni_fcc_o_int         Ni_fcc_sc_333_o_int.vasp
Ni_fcc_i_int         Ni_fcc_sc_333_t_int.vasp
