/home/sullberg/repos/pypospack/examples/Ni__eam__born_exp_fs/pareto_optimization_3.5NN
c2a-s20.ufhpc
Fri Feb 22 14:54:47 EST 2019
PYTHONPATH=/home/sullberg/repos/pypospack:
PYTHON_BIN=/home/sullberg/anaconda3/bin/python
python=/home/sullberg/anaconda3/bin/python
PATH=/apps/mpi/intel/2018.1.163/openmpi/3.1.2/bin:/apps/compilers/gcc/5.2.0/bin:/apps/compilers/intel/2018/1.163/compilers_and_libraries/linux/bin/intel64:/apps/compilers/intel/2018/1.163/debugger/gdb/intel64/bin:/home/sullberg/anaconda3/bin:/opt/slurm/bin:/usr/lib64/qt-3.3/bin:/usr/local/bin:/usr/bin:/usr/local/sbin:/usr/sbin:/bin:/opt/dell/srvadmin/bin:/home/sullberg/bin
start_time:Fri Feb 22 14:54:49 EST 2019
--------------------------------------------------------------------------------
                         MPI COMMUNICATION INFORMATION                          
--------------------------------------------------------------------------------
mpi_size=64
--------------------------------------------------------------------------------
                             GENERATED RANDOM SEEDS                             
--------------------------------------------------------------------------------

rv_seed=72837206

  rank     iter      seed   
   5        10     192883950
   5        11    2052239118
   5        12    1578253290
   5        13     497982551
   5        14    1436433621
   5        15    1933551597
   5        16    1822079200
   5        17     353571672
   5        18    1343553363
   5        19    1548018399
   6        0      365690617
   6        1      948435839
   6        2      212554816
   6        3     1066046591
   6        4      604412472
   6        5     1640323905
   6        6      660594501
   6        7      143945425
   6        8     1113293787
   6        9      269412452
   6        10       7381548
   6        11    1604226755
   6        12    2080725892
   6        13     512592220
   6        14    1519622645
   6        15     129076449
   6        16     887838611
   6        17    1083113819
   6        18     734421827
   6        19    1743333897
   7        0      438658208
   7        1      463016612
   7        2     2104077923
   7        3      850211906
   7        4      933373662
   7        5      418878623
   7        6      280234018
   7        7      843822680
   7        8      914551202
   7        9      800478952
   7        10    1795161556
   7        11    1922649619
   7        12    1169486131
   7        13     458307526
   7        14    1304537572
   7        15    1766350823
   7        16     725145186
   7        17     269920826
   7        18    1810458529
   7        19     854840532
   8        0     1631790530
   8        1     1296748509
   8        2     1085812138
   8        3     1753809230
   8        4      464455399
   8        5     1593176171
   8        6     1666345867
   8        7      212371546
   8        8      107029336
   8        9     1872540410
   8        10    2090377289
   8        11    1780753182
   8        12    1603961848
   8        13    1331670994
   8        14     149191203
   8        15     591632028
   8        16     815921801
   8        17     724312036
   8        18    1034699773
   8        19     866833212
   9        0      763485686
   9        1     1630897401
   9        2     1502002591
   9        3      983399348
   9        4       80478173
   9        5     1437397583
   9        6      788049367
   9        7      265934919
   9        8     1052104867
   9        9      899846140
   9        10    1963461116
   9        11    1919893372
   9        12    1699429055
   9        13      20151767
   9        14    1453218319
   9        15     702420176
   9        16    1793519506
   9        17     279087645
   9        18    1646816365
   9        19    1128993823
   10       0     2139802811
   10       1     1217548904
   10       2      681853810
   10       3      536811967
   10       4      175546339
   10       5      869752014
   10       6      783648518
   10       7      604307863
   10       8     1278575523
   10       9     1006168378
   10       10    2103153075
   10       11     837690746
   10       12    1356496855
   10       13    2020866780
   10       14    1505765253
   10       15     814511008
   10       16    1751932161
   10       17     262416573
   10       18     461700432
   10       19     973227856
   11       0      156546969
   11       1     1946251678
   11       2      135026311
   11       3     1004951340
   11       4     1230719416
   11       5      827325169
   11       6      812296727
   11       7     1689013580
   11       8     1360073070
   11       9     1552216976
   11       10    1588572531
   11       11    1527431826
   11       12     738172596
   11       13     960374077
   11       14     437323260
   11       15    1940421594
   11       16     230855924
   11       17    2053633000
   11       18     404227488
   11       19    2059817698
   12       0     1100900281
   12       1      854294811
   12       2     1825988190
   12       3      546478283
   12       4      235483338
   12       5     1668490237
   12       6     1908204755
   12       7      386456415
   12       8     1457950706
   12       9      416584419
   12       10     850868672
   12       11    1529739137
   12       12    1625425573
   12       13     192213562
   12       14    1777823638
   12       15    1634350148
   12       16    2109285907
   12       17    1618735959
   12       18      70029105
   12       19    1430976096
   13       0      151758820
   13       1     1252905679
   13       2     1381661635
   13       3      292956368
   13       4      230431235
   13       5      547075905
   13       6      207799614
   13       7     1541355644
   13       8     1801487450
   13       9      632236629
   13       10    1736173726
   13       11    1998620532
   13       12     922973014
   13       13    1351463685
   13       14     210026198
   13       15    1067825649
   13       16    1885397536
   13       17    1046802129
   13       18    1935856921
   13       19     522711007
   14       0      844428982
   14       1     1995088226
   14       2     1392411984
   14       3      942357411
   14       4      550088061
   14       5      704869890
   14       6      591867584
   14       7      829724885
   14       8     1237619098
   14       9     1556114623
   14       10     946117052
   14       11     338813735
   14       12      47562382
   14       13     733309372
   14       14    1438097527
   14       15     677498388
   14       16    1340400229
   14       17     395368008
   14       18    1588860640
   14       19    1776889397
   15       0      642245067
   15       1     1614699165
   15       2     1159245613
   15       3     1161073243
   15       4      160009802
   15       5      689304648
   15       6     2099459297
   15       7     1384970485
   15       8     1459284240
   15       9     1659073285
   15       10     437381475
   15       11     217231917
   15       12    1433697952
   15       13    1396453596
   15       14      86740140
   15       15    1235144111
   15       16    1561991213
   15       17     444111299
   15       18      43637566
   15       19     925822913
   16       0     1001101069
   16       1     1252944577
   16       2     1770030348
   16       3     1510203141
   16       4      944925918
   16       5       22825648
   16       6      262915929
   16       7     1084269068
   16       8     1373887738
   16       9     1529351361
   16       10        319854
   16       11    1462247227
   16       12     323744878
   16       13     437525648
   16       14    2066013587
   16       15     155371073
   16       16    1382243426
   16       17    1751821290
   16       18    1465945627
   16       19     577344424
   17       0      666858930
   17       1     1200226438
   17       2       75472131
   17       3      762739511
   17       4     1722133704
   17       5      203093496
   17       6      712510507
   17       7     1770356606
   17       8     1483671790
   17       9      651467881
   17       10     372744205
   17       11    1677361585
   17       12    2011396809
   17       13     771291318
   17       14     857894567
   17       15     772885627
   17       16     909278117
   17       17    1736786511
   17       18    2067167407
   17       19    1267165960
   18       0      734387474
   18       1      175790048
   18       2     1177461606
   18       3     1217268174
   18       4      407110892
   18       5     1292628694
   18       6       19559457
   18       7      521026467
   18       8     1146659135
   18       9     2026324031
   18       10    2060730381
   18       11     454146762
   18       12    1157441800
   18       13     625570598
   18       14    1366294622
   18       15    1636866573
   18       16    2030586061
   18       17    1528312141
   18       18    1383552859
   18       19     783336786
   19       0     2086532097
   19       1      889037591
   19       2     1336256105
   19       3     1246253136
   19       4      517240407
   19       5      157963006
   19       6     1456686025
   19       7     1518877282
   19       8     1512174536
   19       9     2060431111
   19       10     171746847
   19       11    1183453117
   19       12     645471556
   19       13    1234336423
   19       14    1913427671
   19       15    1954063959
   19       16    1793874209
   19       17     411848868
   19       18    1577872839
   19       19    1262274619
   20       0      708994709
   20       1      505945784
   20       2     1993215807
   20       3      228987680
   20       4      752862359
   20       5      135518873
   20       6     1375579742
   20       7      708252700
   20       8      886377502
   20       9     1745708997
   20       10     517922345
   20       11    1284589448
   20       12     540703277
   20       13       2273811
   20       14      22865925
   20       15    1196039295
   20       16    1119516450
   20       17      26462577
   20       18    1531759377
   20       19     330101662
   21       0      171286957
   21       1     2082936488
   21       2     1597552630
   21       3     1485664394
   21       4      972260043
   21       5      453937628
   21       6      979420635
   21       7      464872074
   21       8      417453123
   21       9      628068166
   21       10    1052443185
   21       11      75351427
   21       12      81550910
   21       13     702570912
   21       14     748709051
   21       15     851853851
   21       16    1936163299
   21       17     928262862
   21       18    1054480001
   21       19     536014510
   22       0      220966579
   22       1     2085497798
   22       2     1802694564
   22       3     1520723797
   22       4      269706798
   22       5      948895325
   22       6     1119796676
   22       7      267973888
   22       8     2037173948
   22       9      875835417
   22       10     638152288
   22       11    1583589823
   22       12    1594995396
   22       13     731347740
   22       14     287047769
   22       15     792145069
   22       16    2058587416
   22       17    1260771312
   22       18    1247085866
   22       19    1979439668
   23       0      270118349
   23       1      156633986
   23       2     2077281917
   23       3      534488710
   23       4      346063205
   23       5     1618627844
   23       6     1882541694
   23       7     1550296082
   23       8     2012773653
   23       9      448014027
   23       10    2146712171
   23       11     569501668
   23       12      60085564
   23       13     603465249
   23       14    1965000787
   23       15    1703073018
   23       16    1526762688
   23       17    1234329014
   23       18    1170876733
   23       19      67295636
   24       0      888131767
   24       1     1104896671
   24       2     1729906375
   24       3     1682314702
   24       4     1829681177
   24       5     1072830153
   24       6     1074408838
   24       7     1826370245
   24       8      641754463
   24       9      823801926
   24       10     326446131
   24       11     470527038
   24       12     171929545
   24       13     753646968
   24       14      10921192
   24       15    1317262495
   24       16    1129082389
   24       17     931637463
   24       18     967313411
   24       19    1203835166
   25       0     1355139368
   25       1     1883238997
   25       2     1441621457
   25       3      924370451
   25       4      119037876
   25       5     1227321450
   25       6     1878732087
   25       7       12649892
   25       8      372956058
   25       9     1587230663
   25       10    1764729079
   25       11    2020253363
   25       12     944284641
   25       13     430120477
   25       14    1074588524
   25       15    1687155656
   25       16    1512768311
   25       17     428925033
   25       18    1451773571
   25       19     685786574
   26       0     1937056291
   26       1      729295527
   26       2     1107405035
   26       3     2119457222
   26       4     1897193658
   26       5     1538013718
   26       6     2087323419
   26       7     1768588358
   26       8     1283506703
   26       9      469231735
   26       10     470669283
   26       11     586683528
   26       12    1447515913
   26       13    2082115883
   26       14     870959867
   26       15    1773418557
   26       16     540382815
   26       17    2083872315
   26       18    2110692542
   26       19     480229123
   27       0       76723401
   27       1      556577679
   27       2     1995002279
   27       3     1795459288
   27       4      263160696
   27       5     1988685362
   27       6     1822361180
   27       7      800740923
   27       8      375552989
   27       9     1975406471
   27       10    1388815039
   27       11    1852642606
   27       12    1658195379
   27       13    1591493584
   27       14     706174926
   27       15     683078247
   27       16    1405531703
   27       17    1460266822
   27       18    1819701411
   27       19    1547630746
   28       0      175965816
   28       1     1523615968
   28       2     1567524435
   28       3     1076941251
   28       4      955539777
   28       5     1855308678
   28       6      440630771
   28       7      112333247
   28       8     1574444978
   28       9     1674141306
   28       10     504750396
   28       11     174842146
   28       12     317380648
   28       13    1972429151
   28       14    1464146916
   28       15     174461280
   28       16     823223913
   28       17    1543628729
   28       18    1180556532
   28       19     462785664
   29       0     1590216384
   29       1      901799902
   29       2      393529637
   29       3      901077911
   29       4      440996959
   29       5     1635997881
   29       6      486580183
   29       7      120131236
   29       8      489485868
   29       9      820164907
   29       10    1886401237
   29       11    1941419274
   29       12     474495117
   29       13    1064571206
   29       14     549316772
   29       15    1167059596
   29       16     115176329
   29       17    1105224029
   29       18     463149836
   29       19     313403288
   30       0       39431736
   30       1     1656586900
   30       2      444757388
   30       3      515205941
   30       4      106585238
   30       5     1605124964
   30       6      758184223
   30       7     1181990591
   30       8      226533420
   30       9     1954076340
   30       10     255023631
   30       11       2832366
   30       12    2138662320
   30       13    2059107518
   30       14     149627015
   30       15     777872262
   30       16     772181853
   30       17    1461640247
   30       18    1999461489
   30       19    2144694735
   31       0     1627462238
   31       1       83733398
   31       2     1001799737
   31       3     1979235357
   31       4     1637184627
   31       5     1480518740
   31       6      618172237
   31       7     1162164178
   31       8     1373539725
   31       9      996965496
   31       10    1344394827
   31       11     531352634
   31       12    1418426528
   31       13    2066335751
   31       14     396962051
   31       15     725875772
   31       16    1397647736
   31       17     699002901
   31       18    1423845266
   31       19    1552175126
   32       0     1900127284
   32       1      225357639
   32       2     1238020055
   32       3      178088596
   32       4      736171139
   32       5     1012530460
   32       6     1139013556
   32       7     1523614040
   32       8      322442861
   32       9     1237126472
   32       10     844153939
   32       11     705968337
   32       12      18955302
   32       13     432480688
   32       14     738120726
   32       15    1634567432
   32       16    1931905528
   32       17    1650960265
   32       18    1288468748
   32       19    1379026871
   33       0     1420550002
   33       1      181584558
   33       2       25445711
   33       3     1758176269
   33       4     1207303822
   33       5       87156976
   33       6     1496391100
   33       7      397715082
   33       8      815431859
   33       9      528363871
   33       10    2003722955
   33       11    1999888155
   33       12    1042242147
   33       13    1149397128
   33       14    1620214047
   33       15    1746301461
   33       16     792719969
   33       17     145759573
   33       18     425652361
   33       19    1131148266
   34       0     1647466697
   34       1       18953321
   34       2     1530063138
   34       3     1974189379
   34       4      214400820
   34       5      861492854
   34       6      657742019
   34       7     1969471677
   34       8     1018801656
   34       9     2126584374
   34       10    2050100439
   34       11    1616142305
   34       12     460195997
   34       13    1040549409
   34       14    1231766828
   34       15     354119746
   34       16    1791801997
   34       17     571864570
   34       18     797433792
   34       19    1120342466
   35       0      896634250
   35       1     1259878096
   35       2     1277327806
   35       3     1154149253
   35       4     1715234358
   35       5     2135722867
   35       6     1503644139
   35       7      415049211
   35       8      666072154
   35       9     1914834162
   35       10    1615934049
   35       11    1239034966
   35       12    1363641781
   35       13    1160474181
   35       14    1163445062
   35       15      75625538
   35       16    1831150583
   35       17     147956085
   35       18     550349103
   35       19    1704839522
   36       0       83376922
   36       1      913573238
   36       2      102900981
   36       3     1580127291
   36       4     1474705103
   36       5      564697548
   36       6     1064121591
   36       7     1829478517
   36       8     1457465535
   36       9     2045644651
   36       10     862318745
   36       11     419871854
   36       12     896376070
   36       13     239426377
   36       14     272383446
   36       15      90645939
   36       16     125617257
   36       17     890699680
   36       18     360768913
   36       19    1178822985
   37       0      514826704
   37       1      686691382
   37       2      887422133
   37       3      672432829
   37       4     1898345835
   37       5     1863168983
   37       6      859672318
   37       7     2103300412
   37       8       68237740
   37       9     1180845626
   37       10    2050577319
   37       11    1837137785
   37       12    1262502366
   37       13    1391047914
   37       14     446253153
   37       15    2008772547
   37       16     829025574
   37       17     384980660
   37       18    1226545590
   37       19     512278574
   38       0     1959880613
   38       1     1685287437
   38       2     1152590604
   38       3     1169216291
   38       4     2108802299
   38       5     1044789376
   38       6      679275334
   38       7       68364731
   38       8      612852532
   38       9     2078831904
   38       10       7117486
   38       11    1972057657
   38       12     332445862
   38       13    2097719628
   38       14     516157055
   38       15     717562203
   38       16     918898201
   38       17     195529188
   38       18    1449361918
   38       19    2101968130
   39       0      455608434
   39       1     1261594787
   39       2      963969571
   39       3     1879486919
   39       4      763340380
   39       5     2098797370
   39       6     2095509843
   39       7       19113385
   39       8      250555268
   39       9     1292561957
   39       10     534592201
   39       11    2013062115
   39       12     879551734
   39       13     242503305
   39       14     895004935
   39       15     837831479
   39       16     641877267
   39       17     322558714
   39       18    1163996358
   39       19      44699432
   40       0      885020437
   40       1       33299841
   40       2     2088507021
   40       3      352535791
   40       4     1988894272
   40       5     1598157516
   40       6      185119655
   40       7      108398168
   40       8     1848599479
   40       9      288924610
   40       10     189777329
   40       11    2137691920
   40       12     458278670
   40       13     141445146
   40       14     627055436
   40       15    1019204535
   40       16     572175057
   40       17     982863800
   40       18    1639683866
   40       19      31133116
   41       0     1922189413
   41       1     1473312460
   41       2      420776901
   41       3     1009489297
   41       4      875584783
   41       5     1887916454
   41       6     1171492199
   41       7      881172656
   41       8     1905398402
   41       9      738546673
   41       10    1589705443
   41       11     109475903
   41       12     811170427
   41       13     303962342
   41       14     378084104
   41       15    1482680555
   41       16    1556160250
   41       17    2070534122
   41       18    1183357966
   41       19     495247179
   42       0      704236941
   42       1     1436603140
   42       2      485638085
   42       3     1086172949
   42       4     1870221793
   42       5     1084080022
   42       6     1587093558
   42       7       98050646
   42       8      127563934
   42       9      808583326
   42       10     779115589
   42       11     777883028
   42       12    2002823579
   42       13    1703193919
   42       14     981231156
   42       15    1557222443
   42       16    1068163385
   42       17    1948590838
   42       18     342073680
   42       19     888367740
   43       0     1344507252
   43       1      424380321
   43       2      577845712
   43       3     1744039793
   43       4      492192698
   43       5      209021901
   43       6      352588737
   43       7      390943763
   43       8     1071293299
   43       9     1880867069
   43       10     832162578
   43       11    1777835178
   43       12    2036765624
   43       13      11989470
   43       14    1295389828
   43       15    1877881686
   43       16     734630191
   43       17    1086644106
   43       18     107348034
   43       19     467860328
   44       0     1976003101
   44       1      270091323
   44       2     1537434603
   44       3      837154642
   44       4      369120162
   44       5     1996083234
   44       6     1462399479
   44       7     1206475613
   44       8     2103728432
   44       9     2078008322
   44       10    1187383307
   44       11    1200124953
   44       12     892020969
   44       13    1890273843
   44       14    2050219445
   44       15     787746275
   44       16    1582938885
   44       17    1978958879
   44       18     616895722
   44       19    1141966844
   45       0       85953794
   45       1     1622259127
   45       2     1340952361
   45       3      149449484
   45       4     1271181997
   45       5      612318143
   45       6      550910353
   45       7       19915625
   45       8     1607114002
   45       9      286092517
   45       10    1728701359
   45       11    2029162053
   45       12     725752951
   45       13     681098483
   45       14     445437402
   45       15     272281676
   45       16     713035655
   45       17     806195285
   45       18    1271022411
   45       19     143720876
   46       0      576414889
   46       1      884989686
   46       2      817287886
   46       3     2115591957
   46       4     1836660385
   46       5      191992072
   46       6     1194341556
   46       7     1325959241
   46       8      146401406
   46       9      914780106
   46       10     124538254
   46       11    1695929442
   46       12    1988776348
   46       13    1230223010
   46       14    1719150210
   46       15    1949710341
   46       16     612354789
   46       17     521646787
   46       18    1084174819
   46       19     320399959
   47       0     1153405319
   47       1     1847226458
   47       2     1173263772
   47       3      967599791
   47       4      147546255
   47       5     1320239439
   47       6     1603315498
   47       7       87624335
   47       8     1789464306
   47       9      119794220
   47       10     912244277
   47       11    1414145964
   47       12    1147575674
   47       13     932309750
   47       14    1663463311
   47       15     251124715
   47       16    1023092324
   47       17    2089543247
   47       18    1527507621
   47       19     841867618
   48       0     1592544155
   48       1     1422266825
   48       2     1630903742
   48       3     1261194259
   48       4     2018680131
   48       5       68684537
   48       6     1656718730
   48       7     2052259670
   48       8     1571916503
   48       9     1500134533
   48       10     268746431
   48       11     498519157
   48       12     343061222
   48       13    2065824624
   48       14      46937846
   48       15    1399641003
   48       16    1838568739
   48       17    1123979304
   48       18    1476243417
   48       19    2068749248
   49       0     1279289111
   49       1     1893357888
   49       2       89485957
   49       3      591704021
   49       4       75878495
   49       5     1955456741
   49       6     2146662799
   49       7     1112126324
   49       8      484711595
   49       9     1769070528
   49       10     841620924
   49       11    1285925098
   49       12     167685097
   49       13     816253797
   49       14     963587114
   49       15    1614354057
   49       16     542372852
   49       17      67323005
   49       18    2095884381
   49       19    1847954780
   50       0      602209778
   50       1      101779496
   50       2     2043830113
   50       3      546624390
   50       4       83584295
   50       5      808900578
   50       6     1174749744
   50       7     1763861633
   50       8      354840180
   50       9     1369022054
   50       10     108042810
   50       11    1012338870
   50       12     636192988
   50       13     309557751
   50       14    1622251266
   50       15     447185019
   50       16     380504356
   50       17    1349225543
   50       18     191181928
   50       19     896958973
   51       0     1263232325
   51       1      819620108
   51       2      274793257
   51       3     1216326807
   51       4      267671705
   51       5      850864501
   51       6     2088693168
   51       7     1757035154
   51       8     2012548164
   51       9     1881609602
   51       10    1646860132
   51       11     515828761
   51       12    1126443702
   51       13     222260780
   51       14     461928248
   51       15     510507839
   51       16    1715607192
   51       17     261596206
   51       18     946653511
   51       19     791899545
   52       0     1057539081
   52       1     1243343802
   52       2     1054015647
   52       3        2102223
   52       4     1153128938
   52       5      218882090
   52       6     1638239927
   52       7      732738993
   52       8     2007026847
   52       9      533813852
   52       10     271044648
   52       11    1998886967
   52       12     915244650
   52       13     352235370
   52       14     783708530
   52       15    1617534065
   52       16    2018304582
   52       17    1568234573
   52       18    1050197156
   52       19     839698675
   53       0      870868950
   53       1     1118091793
   53       2     1951974339
   53       3     1514500270
   53       4      947133774
   53       5      706376927
   53       6     1617191044
   53       7     1981830126
   53       8     1360701333
   53       9     1415000985
   53       10    1510268740
   53       11     839508551
   53       12     135725943
   53       13     527048306
   53       14    1099768025
   53       15      70445812
   53       16    1263397629
   53       17     649812472
   53       18    1582201376
   53       19    1312540254
   54       0       44949344
   54       1     1201957396
   54       2      927140003
   54       3      863208291
   54       4     1382115916
   54       5     1275337220
   54       6      925700986
   54       7     1842676774
   54       8      875894714
   54       9     2142260752
   54       10     993030404
   54       11    1162721344
   54       12      40788472
   54       13    1233863593
   54       14    1126958990
   54       15    1510249640
   54       16    1702946612
   54       17     750478288
   54       18    1978698214
   54       19    1834684158
   55       0      126989182
   55       1       93838850
   55       2      610302207
   55       3     2125127416
   55       4       17738629
   55       5     1063621835
   55       6      774297014
   55       7      799820202
   55       8     1122558996
   55       9      169162820
   55       10     392852417
   55       11    1499158483
   55       12    1727843875
   55       13    1869887326
   55       14    1439965701
   55       15     943147534
   55       16    1205458410
   55       17     454905181
   55       18    1807418371
   55       19    1920594583
   56       0      176544675
   56       1     1567107678
   56       2      241544240
   56       3     1635974006
   56       4     1787462948
   56       5     1348180248
   56       6      202756126
   56       7      559563491
   56       8     1769859932
   56       9       52888182
   56       10    1723696979
   56       11    1845044321
   56       12    1966437076
   56       13    1305924239
   56       14     101548028
   56       15     547924211
   56       16    1582030414
   56       17     946651137
   56       18     838378747
   56       19     871554501
   57       0      267256353
   57       1      247637273
   57       2     1270487454
   57       3     1658485287
   57       4     2125307777
   57       5      649104610
   57       6      955718236
   57       7      655487757
   57       8     1892749722
   57       9     1703820937
   57       10     469970333
   57       11     147319760
   57       12     769100333
   57       13     882974057
   57       14    1127987422
   57       15    1966502481
   57       16    1278754611
   57       17     481855547
   57       18     382455229
   57       19    1348556486
   58       0       35416426
   58       1      210360785
   58       2     1037626220
   58       3      331343011
   58       4      932357120
   58       5     1232827805
   58       6      472994200
   58       7      446976648
   58       8      164475182
   58       9      511144199
   58       10    2136603121
   58       11     853968175
   58       12     206669258
   58       13    1385008035
   58       14    2082516691
   58       15     378843063
   58       16     788841430
   58       17     654554446
   58       18     695501071
   58       19     609539477
   59       0     1652802233
   59       1     1449512905
   59       2      987767085
   59       3      104035884
   59       4       13407092
   59       5     1937976650
   59       6     2070209047
   59       7      595672702
   59       8     1072103376
   59       9     1933682971
   59       10    2050394581
   59       11     790263994
   59       12     651985164
   59       13    1705081681
   59       14     149122598
   59       15    1033702748
   59       16    1036801905
   59       17    1496237030
   59       18     213805250
   59       19    1592855568
   60       0     1513948971
   60       1     1930903992
   60       2     1486699813
   60       3     1478076720
   60       4       25145375
   60       5     1004411876
   60       6      493342974
   60       7     1926890974
   60       8     1269810097
   60       9      739111953
   60       10    2047648505
   60       11     199563197
   60       12     335593615
   60       13     199316399
   60       14    2144269423
   60       15    1890012596
   60       16    1067831800
   60       17     606927032
   60       18    1931933300
   60       19    2019227222
   61       0     1951824779
   61       1      105964944
   61       2      874879902
   61       3     1404290194
   61       4      941857448
   61       5      204793085
   61       6     1783701005
   61       7     1096526813
   61       8     1841174852
   61       9      229763801
   61       10    1119920395
   61       11    1863470971
   61       12    1222058438
   61       13    1559322085
   61       14    1629049140
   61       15    1623312314
   61       16    1951932958
   61       17    2067266620
   61       18    1373658842
   61       19    1458181691
   62       0      461009741
   62       1      199001293
   62       2      605234251
   62       3     1701556570
   62       4      522142350
   62       5      471409629
   62       6      872069167
   62       7     1530996613
   62       8     1260592671
   62       9      426860176
   62       10     287501320
   62       11    2019209286
   62       12     182895545
   62       13    1922681505
   62       14      48865774
   62       15    2119354476
   62       16    1286262919
   62       17     122189121
   62       18    1453206631
   62       19    1434024244
   63       0     1099206141
   63       1      215582647
   63       2     2013071945
   63       3     1204415432
   63       4      411550436
   63       5      990572044
   63       6     1882964610
   63       7     1178176753
   63       8     1876491782
   63       9     1275878343
   63       10     207163943
   63       11     525299334
   63       12    1334187738
   63       13    1708587528
   63       14    2074324376
   63       15    1239724528
   63       16    1208318272
   63       17     306354053
   63       18    1131674114
   63       19    1513979607
--------------------------------------------------------------------------------
BEGIN ITERATION 1/20                                                            
--------------------------------------------------------------------------------
--------------------------------------------------------------------------------
                               STRUCTURE DATABASE                               
--------------------------------------------------------------------------------
structure_directory:../structure_db

        name               filename      
-------------------- --------------------
Ni_fcc               Ni_fcc_100_unit.gga.relaxed.vasp
Ni_bcc               Ni_bcc_100_unit.gga.relaxed.vasp
Ni_sc                Ni_sc_100_unit.gga.relaxed.vasp
Ni_hcp               Ni_hcp_ortho.vasp   
Ni_dia               Ni_dia_100_unit.gga.relaxed.vasp
Ni_fcc_100_unit      Ni_fcc_100_unit.gga.relaxed.vasp
Ni_fcc_110_unit      Ni_fcc_110_unit.gga.relaxed.vasp
Ni_fcc_111_unit      Ni_fcc_111_unit.gga.relaxed.vasp
Ni_fcc_100_s         Ni_fcc_100_surf.vasp
Ni_fcc_110_s         Ni_fcc_110_surf.vasp
Ni_fcc_111_s         Ni_fcc_111_surf.vasp
Ni_fcc_isf           Ni_fcc_isf.vasp     
Ni_fcc_esf           Ni_fcc_esf.vasp     
Ni_fcc_vac           Ni_fcc_sc_333_vac.vasp
Ni_fcc_o_int         Ni_fcc_sc_333_o_int.vasp
Ni_fcc_i_int         Ni_fcc_sc_333_t_int.vasp
--------------------------------------------------------------------------------
                             SAMPLING CONFIGURATION                             
--------------------------------------------------------------------------------
